Review	Original	Predicted	NIST	BLEU	METEOR
recomendo o produto é pratico e simples para manusear no dia a dia 	otimo custo beneficio 	 muito bom	0.0	0	0.0
gostei entregou no prazo diferente de algumas empresas pois comprei uns produtos juntos e não recebi 	ótimo 	 gostei	0.0	0	0.0
pelo preço da bateria já se percebe que não é boa eu ia comprar uma mas pelos comentários eu desisti por isso um feedback é importante não deixa o resto do povo cair na 	não é original 	 bom	0.0	0	0.0
tenho várias toalhas dessa marca que gosto muito mas essas são as piores além de serem finas demais as cores escuras por mais que ficam soltando fiapos inclusive na hora de se enxugar não recomendo a ninguém 	as toalhas que já comprei 	 frete	0.0	0	0.0
muito boa tanto na imagem como no som o único inconveniente que foi a base pés da tv que são pequenos demais e deixam a mesma instável balança com facilidade temos que deixá la instalada em local com pouca movimentação 	a tv é excelente e recomendo 	 ótimo livro	0.0	0	0.0
muito satisfeita com a minha compra super indico 	gostei muito 	 excelente produto	0.0	0	0.0
gostei muito dos produtos e do preço a entrega foi rápida 	bons produtos e rápida entrega 	 ótimo produto	0.0	0	0.10638297872340426
esse computador é horrível muito ruim mesmo não vale a pena 	esse computador é horrível 	 não gostei	0.0	0	0.0
acabamento perfeito entrega muito rapida uma pra mim e outra pra dar de presente obrigado americanas 	excelente 	 excelente	0.0	0.1778279410038923	0.5
o produto veio rapidamente e era o que esperávamos 	produto muito bom 	 bom	0.00977286494181979	0.024066394763145416	0.17857142857142855
é de boa qualidade de montar possui um bom acabamento 	gostei muito 	 bom	0.0	0	0.0
a bicicleta é linda e cheia de acessórios como a minha filha queria mas achei ela muito dura bruta mesmo para criancas pequenas 	bonita mas um pouco dura para a idade 	 ótimo produto	0.0	0	0.0
o toner apresentou problema constou que veio sem cilindro 	toner sem cilindro 	 não gostei	0.0	0	0.0
excelente geladeira ótimo custo benefício super recomendo 	muito boa 	 excelente	0.0	0	0.0
a cadeirinha é muito boa agora minha pequena come confortavelmente posso deixar uma fruta na bandeja e ela come com as próprias mãos recomendo 	muito bom 	 produto excelente	0.0	0	0.0
muito bom o liquidificador atendeu muito a minha expectativa boa qualidade nas lâminas e copo em geral boa aparência e o mais importante atendimento muito bom por parte da americanas entrega super rápida antes do prazo parabéns 	liquidificador muito bom 	 muito bom	0.7924812503605779	0.19180183554164504	0.6465517241379309
pelo preço é um ótimo custo benefício vale o investimento 	ótimo produto 	 bom custo benefício	0.0	0	0.0
o pedido foi entregue antes do prazo tudo em ordem aprovado 	produto super aprovado 	 excelente	0.0	0	0.0
ela já vem com tinta no tanque ou vem separado alguém pode me responder urgente 	duvidas 	 muito bom	0.0	0	0.0
adorei o produto excelente qualidade e atendeu todas as minhas expectativas a entrega foi super rápido recomendo a compra 	ótimo 	 excelente	0.0	0	0.0
macia e extremamente quentinha ocupando pouco espaço adorei 	manta de casal 	 maravilhoso	0.0	0	0.0
gostaria de saber se este modelo de balcão serve para um cooktop bocas dimensões x x lxaxp cm 	ótima 	 frete	0.0	0	0.0
gostaria de comprar essa camisa nas lojas de balsas ma qual a possibilidade 	excelente 	 excelente livro	0.0	0.1495348781221221	0.45454545454545453
o celular é ótimo a entrega foi rápida recomendo 	otimo 	 ótimo produto	0.0	0	0.0
gostei do produto mas a entrega foi demorada gostei do produto mas a entrega foi demorada gostei do produto mas a entrega foi demorada gostei do produto mas a entrega foi demorada 	gostei do produto 	 gostei do produto	1.5849625007211563	0.5623413251903491	0.9814814814814815
não há com o que reclamar pagando o preço que está tem que ter você espera que o produto seja igual o iphone não não é mas é ótimo pelo que ele oferece e com com o preço que está 	ótimo custo benefício 	 gostei do produto	0.0	0	0.0
produto excelente de fácil instalação e entregue bem antes do prazo super recomendo 	exelente 	 ótimo produto	0.0	0	0.0
apesar da demora na entrega o produto é muito bom 	muito bom 	 gostei do produto	0.0	0	0.0
comprei uma guitarra pro ano novo branca chegou uma guitarra azul e não pude e dar ao luxo de esperar uma troca foi bem ruim a experiência 	chegou na cor errada 	 não é o produto de uso	0.0	0	0.0
excelente recomendo a melhor ração que já vi ate hoje super aprovada 	a melhor de todas 	 excelente	0.0	0	0.0
entrega antes do prazo e pedido conforme esperado 	muito bom 	 produto de qualidade	0.0	0	0.0
analisando o custo benefício vale muito a pena comprar gostei da sapateira por não ocupar mto espaço e deixar meus sapatos organizados 	produto mto bom 	 bom	0.00977286494181979	0.024066394763145416	0.17857142857142855
chegou antes do prazo gostei muito mas começou a esquentar muito atrás na câmera e na traseira mas depois baixei um aplicativo e resolveu meu problema mas fora isso nenhum problema 	bom 	 bom mas	0.0	0.1495348781221221	0.45454545454545453
utilizando a mais avançada técnica mágica de e essa camiseta foi estampada de modo que trouxas não conseguem enxergar o logo além disso apenas conseguem comprar e utilizar esse produto 	apenas 	 propaganda enganosa	0.0	0	0.0
recursos com fácil acesso memoria otimizada fácil utilização ideal para quem tem dificuldades e visual 	otimo produto 	 bom	0.0	0	0.0
produto de ótima qualidade entregue como anunciado 	ótimo 	 gostei muito do produto	0.0	0	0.0
pratica facil de usar aproveita muito bem o espaço que tenho no quarto 	gostei muito 	 excelente	0.0	0	0.0
nunca mais compro nas lojas americanas um lixo um pós vendas péssimo 	nao gostei do protudo 	 produto com defeito	0.0	0	0.0
comprei dois pares um veio correto o outro veio caixa e produto número e sem as palmilhas vou tentar trocar mas vai ser um parto 	pena que foi entregue número errado 	 não gostei	0.0	0	0.0
amei ele e lindo camera super boa ótimo custo beneficio recomendo com certeza 	ótimo aparelho 	 amei	0.0	0	0.0
livro bom chegou bem antes da data prevista parabéns americanas 	ótimo livro 	 excelente	0.0	0	0.0
pra começar veio o cpu diferente do que eu pedi não funciona ele liga tudo certo mas não da vídeo não da nem sinal no monitor tentei com todos os cabos e monitores e não deu e também não veio com placa de vídeo como promete no anúncio placa de vídeo mb 	odiei 	 produto com defeito	0.0	0	0.0
a compra chegou rápido gostei muito além de ser lindo e confortável 	ótima qualidade 	 excelente	0.0	0	0.0
produto conforme a foto muito bom meu filho adorou 	gostei muito 	 ótimo produto	0.0	0	0.0
fiquei muito satisfeito o produto está tudo funcionando perfeitamente muito boa a imagem é som e a entrega foi muito rápida não levou nem uma semana por isso recomendo a todos parabéns americanas e a transportadora 	tv smart curva samsung 	 excelente	0.0	0	0.0
recomendo este livro a todos muito bom os autores são renomados e a linguagem é de fácil compreensão 	ótimo 	 livro muito bom	0.0	0	0.0
esta lento não atendendo as minha expectativas 	não satisfeito 	 não gostei	0.5	0.1495348781221221	0.25
produto excelente entrega rápida e no tempo agendado 	show de bola 	 excelente	0.0	0	0.0
muito bonita e boa é ótima e bem desenhado veio rápido eu ia desisti mais quando chegou me apaixonei por ela 	otima 	 gostei muito do produto	0.0	0	0.0
parabéns a equipe das lojas americanas o produto chegou bem antes do dia estipulado pude acompanhar com toda clareza o trajeto do produto estou super satisfeita 	gostei muito do produto 	 gostei muito do produto	2.0	1.0	0.9921875
chegou em perfeito estado e bem antes do prazo super indico podem confiar 	ótimo produto original 	 excelente	0.0	0	0.0
muito bonito vem com as peças pra instalar recomendo 	bom 	 muito bom	0.0	0.1495348781221221	0.45454545454545453
o produto atende ao solicitado com boa qualidade porém achei o custo muito alto 	boa qualidade 	 bom	0.0	0	0.0
celular ótimo roda sem travamentos de interface interessante sem nenhum problema até agora 	ótimo celular 	 muito bom	0.0	0	0.0
americanas como sempre arrasando nas entregas chegou antes do prazo e em perfeito estado amei 	excelente 	 excelente	0.0	0.1778279410038923	0.5
maravilhoso só me arrependo de não ter comprado antes 	macbook 	 excelente	0.0	0	0.0
atende perfeitamente todas as faixas de frequência 	otimo 	 excelente	0.0	0	0.0
excelente para o desenvolvimento do bebê super recomendo 	gostei muito do produto 	 amei	0.0	0	0.0
o produto é bem acabada mais a imagem n é oque eu esperava mais tudo bem vo da 	bem a imagem ñ é oque eu esperava da 	 bom	0.0	0	0.0
pratico compacto leve e muito util recomendo funciona perfeitamente bem em smart tv 	otimo 	 ótimo produto	0.0	0	0.0
fiz o pedido desse cartão é chegou um cartão pirata que não fazer nenhum armazenamento a americanas não devia confiar em certos parceiros estou aguardando resposta pra devolver 	horrível 	 péssimo	0.0	0	0.0
excelente produto indico original sem detalhes tempo de entrega no prazo 	excelente 	 excelente	0.0	0.1778279410038923	0.5
o meu eu tirei da caixa ja fui fazer o teste apenas um lado funciona não presta 	produto com defeito 	 não gostei	0.0	0	0.0
silencioso fácil de usar superou minhas expectativas 	muito satisfeita 	 ótimo produto	0.0	0	0.0
não e de ótima qualidade mas pelo preço vale a pena 	custo beneficio 	 bom	0.0	0	0.0
produto atendeu minhas expectativas serve perfeitamente para auxiliar na barra e fazer alongamentos 	boa qualidade e preço 	 gostei do produto	0.0	0	0.0
sem avaliação negativa só tomar cuidado que possui peças muito pequenas dependendo da idade da criança não é recomendado 	qualidade do produto foi conforme o esperado 	 bom	0.0	0	0.0
excelente chaleira fervura rápida e pouco consumo de energia super recomendo 	chaleira elétrica cadence 	 excelente	0.0	0	0.0
efetuei a compra do tapete e veio totalmente divergente à imagem na imagem é bem felpudo e veio com uma qualidade ruim e ainda totalmente sem pêlos ou seja bem inferior à imagem 	produto diverge ao da imagem 	 não gostei	0.0	0	0.0
só precisa ter cuidado para não se queimar na hora de retirar o que não é jogado para fora pois ela aquece muito 	adorei minha pipoqueira 	 gostei	0.0	0	0.0
aspirador excelente o fato de ter um cabo como de uma vassoura ajuda muito a não dar dor nas costas além de ser muito potente poder usar como aspirador de mão também é incrível 	aspirador de pó philco 	 gostei muito do produto	0.0	0	0.0
o produto chegou muito mal embalado numa caixa pequena pra ele e com as pontas de ferro pra fora alem disso está amassado por isso vai dar trabalho para ser instalado 	gostei do produto mas não desse jeito 	 não gostei	0.003754937574367746	0.014597006292595256	0.15384615384615383
achei muito bom o produto o café fica pronto muito rápido o ideal é lavar muitas vezes antes de fazer o primeiro café pois fica um cheiro e gosto de plastico quando esta esquentando 	produto atendeu a expectativas 	 muito bom	0.0	0	0.0
muito prática muito fácil de operar aqui é um homem velho que nunca com costura e não teve dificuldade alguma para costurar com essa maquina quase costura sozinha 	excelente para uso domestico 	 excelente	0.0006054454407892032	0.008853531856477262	0.13513513513513511
recebi o produto corretamente tudo perfeito embalado corretamente indico a loja para jogos de vídeo game no caso tenho o ps eles perdem muito nos gráficos mas para assistir filmes é muito bom cinema em casa 	bom produto 	 maravilhoso	0.0	0	0.0
o produto é um bom produto seu preço é melhor ainda 	fone de ouvido gamer 	 bom	0.0	0	0.0
de acordo com o que eu já esperava pois conheço a qualidade dos smartphones da samsung 	gostei do produto 	 gostei do produto	1.5849625007211563	0.5623413251903491	0.9814814814814815
comprei na loja física das américanas mas fiz questão de dar minha opinião aqui essa tv é sensacional muito boa samsung de parabéns por ter fabricado essa tv 	ótima tv 	 produto de qualidade	0.0	0	0.0
comprei por engano recomendo a parafuzadeira de volts mais completa na que comprei não vem chaves 	v 	 bom	0.0	0	0.0
maravilhosa sem contar que entregou rápido amei parabéns pelo produto 	maravilhosa 	 excelente	0.0	0	0.0
entrega muito rápida produto chegou conforme anunciado apenas esperava maior luminosidade 	produto bom 	 ótimo produto	0.5	0.1495348781221221	0.25
mais bonito que na foto ótimo custo benefício vale a pena dica compre também o da árvore e o do e dê charme ao seu ambiente com esse belíssimo trio de quadros 	l i n d o 	 excelente	0.0	0	0.0
bom produto e com um ótima aparência recomendo entrega foi bem antes do previsto otima loja produto de primeira muito satisfeito 	bonito 	 ótimo produto	0.0	0	0.0
já comprei várias vezes na americanas nunca tive problema mas não tive sorte porque não recebe o produto o praso de entrega era não posso falar se não chegou 	ainda não recebi o produto 	 não recebi o produto	1.8822385666215715	0.7788007830714049	0.8099489795918368
mas a entrega demorou mais de dias muito devagar sempre compro nas americanas e entregam bem rápido isso foi antes dessa greve dos para deixar claro 	o celular cumpre o que oferece 	 muito bom	0.0	0	0.0
facilita muito a limpeza fácil de usar realmente um excelente produto recomendo 	mop um bom produto 	 excelente	0.0	0	0.0
produto bom lindo meu filho amou porém fiquei desapontado com o tamanho da mochila de criança de meu filho tem anos e mochila fico hiper mega pequena nele sem contar a demora na entrega 	produto bom 	 excelente livro	0.0	0	0.0
ótimo produto já fizemos batatas frango coração tudo ótimo 		 excelente			
amei minha bota super confortável super recomendo 	produto excelente 	 excelente	0.1319049988210938	0.06541924356118012	0.2631578947368421
não sei as medidas pra poder comprar gostei do modelo e do preço mas infelizmente não tenho como comprar sem as medidas 	medidas 	 dúvida	0.0	0	0.0
o produto é bom mas acho ele um pouco lerdo na hora de ligar e nas mudanças de canal 	gostei 	 bom	0.0	0	0.0
produto bom loja confiável veio tudo certinho e com muita rapidez 	bom 	 ótimo produto	0.0	0	0.0
gostei muito porem pra ficar excelente poderia vir com o tecido é otimo recomendo 	adorei era como eu imaginava 	 ótimo produto	0.0	0	0.0
o fabricante não entregou na data prevista após duas reclamações via site recebi a resposta do fornecedor que eles teriam dias para entregar mas não foi o combinado na compra 	não recebi até agora o produto 	 não recebi o produto	1.2924812503605778	0.1457378792180198	0.6465517241379309
otimo celular atende as expectativas e vai muito além a camera perfeita com excelentes imagens com muita nitidez e cores mais vivas 	excelente produto 	 excelente	0.1319049988210938	0.06541924356118012	0.2631578947368421
quando compro algum presente penso em agradar à pessoa mas se eu não gostar também não compro 	dei de presente e a pessoa adorou 	 não gostei	0.0	0	0.0
recebi o produto em tempo previsto em otimo estado novo fiquei feliz 	produto muito bom 	 excelente	0.0	0	0.0
extremamente justa encaixe com dificuldade tanto é que ela fica deformada por ser muito justa no botão de volume você chega a ficar com medo por ser mal encaixado nos botões mas comprei no desespero pro meu aparelho não ficar sem proteção 	esperava mais 	 livro muito bom	0.0	0	0.0
entrega dias antes do prazo ótima potencia recomendo 	wifi amplificador 	 excelente	0.0	0	0.0
aparelho não pega película por nada sempre da ar mas é o top de linha 	bom 	 bom	0.0	0.1778279410038923	0.5
como não dá pra colocar azeite a pipoca não fica com tanto sabor mas a praticidade e rapidez é ideal pra quem quer um lanche rápido e sem ter trabalho pra limpar além de ser mais saudável que as pipocas de micro ondas 	gostei muito do produto 	 melhor custo benefício	0.0	0	0.0
o micro ondas não tem litros a metodologia de medição da brastemp não me 	propaganda enganosa 	 livro muito bom	0.0	0	0.0
quando o meu celular chegar 	bom 	 não gostei	0.0	0	0.0
ótimo celular excelente preço o site maravilhoso no atendimento e na entrega recomendo o produto eo site maravilhoso sempre entrega antes do prazo prometido 	compras 	 amei	0.0	0	0.0
boneca linda de ótima qualidade o cheirinho é ótimo recomendo 	gostei muito do produto 	 excelente	0.0	0	0.0
o produto atende as nossas necessidades versátil e simples o seu manuseio cuidado com crianças pois as lâminas são muito afiadas 	ótimo produto 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
entrega rápida produto muito bom gostei recomendo 	gostei muito do produto 	 gostei muito do produto	2.0	1.0	0.9921875
gostei bastante da qualidade dessas panelas parecem fortes e são bonitas 	muito boa 	 ótimo produto	0.0	0	0.0
toalha de espessura fina bem diferente das outras da mesma marca não gostei 	toalha de espessura fina 	 muito bom	0.0	0	0.0
o produto entra a cada folhas em modo de resfriamento e o levamos o dia todo para atender demanda de impressão clientes esperando relatório o equipamento simplesmente não funciona estou tentando contado com fornecedor mas não consigo ser atendida 	produto não funciona 	 não gostei do produto	0.7924812503605781	0.09554427922043669	0.32258064516129037
eu gostei entrega antes do prazo e o é muto bonito 	estou satisfeito muito bom o 	 ótimo produto	0.0	0	0.0
tenho tvs samsung e lg mas essa me surpreendeu pelo processamento é mais rápida que as que tenho de marca teoricamente superior pena que não é full hd tirando isso é exatamente recomendo 	bom custo beneficio 	 bom custo benefício	1.0566416671474375	0.24028114141347542	0.625
não é tão silencioso e os w enganam um pouco não achei as lâminas tão boas mas dá para usar 	muito bom 	 muito bom	1.0	0.316227766016838	0.9375
produto maravilhoso recomendo facil de manusear nao e complicado como os outros 	amei 	 excelente	0.0	0	0.0
apesar do produto ter vindo sem a película de proteção na tela esta tudo funcionando super indico 	gostei 	 produto de qualidade	0.0	0	0.0
o pendente é maravilhoso gostei mto da cor e o material é excelente 	linda 	 excelente	0.0	0	0.0
pelo produto em si é até razoavel mas a bateria deveria ser mais duradoura e não tem a metade dos aplicativos que eu tinha no outro aparelho da marca asus zenfone 	atende em parte minhas necessidades 	 não gostei	0.0	0	0.0
temos outros aparelhos sansung vale a pena seguir com a marca 	gostei muito e recomendo 	 bom	0.0	0	0.0
adorei chegou muito rápido a minha casa ’ funciona perfeitamente super rápido valeu a pena 	muito bom 	 amei	0.0	0	0.0
melhor cd que tenho canta muito linda material lindo e de qualidade sensacional deixo no carro no automático e aí dar partida já saio ouvindo muito bom recomendo 	sensacional 	 excelente	0.0	0	0.0
recomendo é um produto q responde as espectativas de um notebook de entrada 	dentro da expectativa 	 ótimo produto	0.0	0	0.0
se o produto oferece televisão ela funcionar pelo menos os canais gratuitos não pega nenhum canal 	televisão não funciona 	 gostei	0.0	0	0.0
produto entregue antes do prazo pro norte do brasil chegou em perfeito estado televisão superou minhas expectativas sim potente imagem limpa muito boa 	excelente 	 excelente	0.0	0.1778279410038923	0.5
as américanas já foi melhor para resolver estás situação 	pedi devolução e até agora não resolveram 	 produto não chegou	0.045355755038838645	0.029950417327249696	0.07575757575757576
bom gostei muito de celular 	melhor celular 	 gostei muito do produto	0.0	0	0.0
comparei aprovei os para comprar resfriamento som tela melhores que os 	fantastico 	 bom custo benefício	0.0	0	0.0
excelente produto ótimo para treinamentos entrega rápida 	produto profissional 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
item compacto perfeito para o uso em tv pequena do quarto da minha neta chegou antes do prazo adorei 	gostei muito do produto 	 excelente	0.0	0	0.0
foi um presente mas a pessoa adorou achei inicialmente que era muito grande mas fica realmente otimo na cafeteira 	muito bonito 	 excelente	0.0	0	0.0
não tem durabilidade quanto o original me venderam dizendo ser original 	produto ruim 	 não é o produto	0.25	0.08034284189446518	0.22727272727272727
muito prático amei o produto e me entregaram bem antes do prazo super recomendo esse site os produtos chegam super rápidos 	muito prático 	 amei o produto	0.0	0	0.0
muito bom o produto ótima qualidade designe perfeito gostei muito 	muito bom o produto 	 gostei muito do produto	1.0	0.09554427922043669	0.25
o armário não chegou até hoje como vocês me pedem pra avaliar 	como avaliar um produto que não chegou 	 não recebi o produto	0.3748299491912839	0.045131921809482646	0.14925373134328357
muito bom atendeu minhas expectativas entrega no prazo gostei 	tudo que esperava 	 ótimo produto	0.0	0	0.0
ótimo produto aquece muito rápido tem boa temperatura e é muito fácil de limpar 	produto muito bom 	 ótimo produto	0.39624062518028896	0.09069748827745895	0.17241379310344826
cheiro maravilhoso não deixa o cabelo oleoso e não resseca o cabelo amei 	excelente 	 maravilhoso	0.0	0	0.0
o produto chegou no prazo e bem embalado obrigado 	muito bom ótimo produto valeu apena 	 gostei do produto	0.11365649187006525	0.0417991745584234	0.08771929824561403
por ser um assunto novo na sua maior parte parcialmente o conteúdo do livro principalmente na descrição dos processos por isso uma leitura apenas é insuficiente mas no geral é um ótimo livro uma nova ferramenta que muito me auxilia e na busca do 	muito bom o produto 	 muito bom	0.2638099976421876	0.11633369384516798	0.4934210526315789
não veio conforme o anunciado faltou tinta pincel e cola 	entrega incompleta 	 não gostei	0.0	0	0.0
super recomendo muito bom lembra realmente o tens da fisioterapia vale super a pena custo benefício top 	satisfeita 	 excelente livro	0.0	0	0.0
produto exatamente como demonstra no site de boa qualidade e chegou perfeito 	gostei bastante 	 excelente	0.0	0	0.0
entrega en tiempo excelente en el producto muy 	me gusto producto 	 excelente	0.0	0	0.0
como posso avaliar um produto se após dias da compra nem recebi o produto já solicitei o cancelamento e o estorno no cartão 	não recebi 	 não recebi o produto	0.5	0.16990442448471224	0.8522727272727273
eu gostaria de opinar mas não recebi e não tenho retorno da empresa um total descaso com o consumidor totalmente decepcionada 	não recomendo esse produto porque não recebi 	 não recebi o produto	0.49548636286429076	0.08881915596542085	0.3814262023217247
muito bom entrega extremamente rápida vale a compra 	bom 	 ótimo produto	0.0	0	0.0
smartphone asus zenfone max dual chip android tela snapdragon gb g wi fi câmera dual traseira mp mp frontal mp dourado excelente e de durabilidade da bateria fácil manejo de grande resolução de imagem 	smartphone asus zenfone max dual chip android 	 gostei muito do produto	0.0	0	0.0
bastante prático de acordo com a necessidade mais adiante vou comprar outro 	muito bom 	 muito bom	1.0	0.316227766016838	0.9375
além de bonito extremamente confortável gostei tanto que comprei as duas cores super recomendo 	maravilhoso 	 excelente	0.0	0	0.0
ótimo produto adorável minha filha adora o triciclo muito legal w divertido 	ótimo produto 	 ótimo produto	1.0	0.316227766016838	0.9375
testei logo quando chegou é eficiente e os utensílios que vem junto também são uteis apesar de que a tesoura não me agradou muito chegou antes do prazo e nada faltando o único problema que tive foi que o estojo veio quebrado na lateral talvez deixaram cair no transporte não sei 	atende as necessidades 	 gostei muito do produto	0.0	0	0.0
internet g espaço de memória satisfatório atende plenamente minha necessidade 	produto com bom custo beneficio 	 muito bom	0.033688423633228826	0.03336574130316504	0.10638297872340426
gostei atendeu as expectativas não é uma mesa fixa logo vai balançar um pouco mas para mim uma boa aquisição 	bom 	 bom produto	0.0	0.1495348781221221	0.45454545454545453
linda conforme a foto e chegou muito rápido antes do prazo 	ótimo 	 excelente	0.0	0	0.0
na ilustração diz uma coisa do aparelho nas informações técnicas diz outra como pode isso erro ou propaganda enganosa 		 propaganda enganosa			
o celular é excelente cumpre tudo o que fala ótima durabilidade de bateria e lindo designer já em relação a entrega chegou dentro do prazo mas as informações de rastreio são confusas poderia ser melhor 	excelente 	 excelente	0.0	0.1778279410038923	0.5
chegou antes do prazo recomendo filme excelente 	ótimo 	 excelente	0.0	0	0.0
caixa com som cristalino potente de uma qualidade acima das minhas expectativas extremamente satisfeito com o produto entregue dentro do prazo e produto em ótimas condições 	espetacular 	 muito bom	0.0	0	0.0
este smartphone atende muito bem as expectativas com uma ótima performance recomendo o mesmo para quem precisa de um smartphone eficiente 	produto muito eficiente 	 muito bom	0.39624062518028896	0.09069748827745895	0.17241379310344826
não chegou no prazo é qdo chegou dentro o esperado 	entrega 	 bom	0.0	0	0.0
sem reclamação produto confere com as especificações 	sem reclamação 	 gostei do produto	0.0	0	0.0
o produto é prático e cumpre o que promete fazer porém recomendo usar em podas com galhos não muito grossos 	prático 	 gostei do produto	0.0	0	0.0
poderia vir especificando a cor da capa no momento do pedido pois capa fumê só veio especificada na nota após entrega pelos correios 	clareza 	 produto bom	0.0	0	0.0
os celulares da motorola são sempre muito bons a configuração do cel é bem interessante oferece agilidade nas tarefas e espaço para armazenamento 	gostei muito do produto 	 ótimo custo benefício	0.0	0	0.0
produto de qualidade preço baixo e entrega rápida recomendo 	produto de qualidade e preço baixo 	 gostei do produto	0.11365649187006525	0.0417991745584234	0.08771929824561403
a propaganda diz ser inox mas o recipiente inferior é de alumínio e apenas o revestimento do superior é inox se não for muito bem não funciona e rosquear bem não é tão fácil não serve para fazer muito pouco café não funciona com pouca água não funciona 	cafeteira italiana 	 não gostei	0.0	0	0.0
já conheço o produto muito bom indico uso mais o sensitive mas pelo preço optei por esse mesmo 	excelente 	 muito bom	0.0	0	0.0
adorei o produto o valor e chegou antes do prazo eu recomendo 	gostei muito do produto 	 excelente	0.0	0	0.0
produtos lg são nossos favoritos compro há algum tempo na americanas e ela nunca me decepcionou na entrega e qualidade dos produtos 	excelente 	 não recebi o produto	0.0	0	0.0
chegou muito antes do prazo da entrega muito bonito facil de montar confortavel 	gostei muito do produto 	 excelente	0.0	0	0.0
amei ela muito confortável e bonita nas fotos não é 	sapatilha fofa e linda 	 excelente	0.0	0	0.0
muito bom o material e custo benefício super recomendo 	ótimo produto 	 ótimo produto	1.0	0.316227766016838	0.9375
e cada email que envio avisando que não veio vem o aviso que em horas vão entrar em contato comigo e até agora n a d a ainda tema a de me enviar esse email perguntando que achei do produto que que é isso americanas será que vou ter que entrar no procon 	ainda não recebi o produto 	 excelente produto	0.033688423633228826	0.03336574130316504	0.10638297872340426
melhor relação custo benefício que encontrei em janeiro 	ótimo telefone 	 muito bom	0.0	0	0.0
produto muito bom e entrega em e só vc comprando para se certificar super recomendo 	super recomendo 	 muito bom	0.0	0	0.0
comprei o produto pelo lindo design e pela também e fiquei satisfeita nestes quesitos quanto a eficácia no preparo do café achei não tão eficaz pelo fato do pó não passar tão facilmente e comprometer a qualidade do mesmo que deixa de ser tão gostoso quanto deveria por isso somente eu não o recomendaria 	produto regular 	 maravilhoso	0.0	0	0.0
estou gostando do produto que acabei de adquirir só está faltando eu me com os aplicativos disponível que o aparelho tem a oferecer aos usuários 	produto motorola 	 bom mas	0.0	0	0.0
comprei uma smart tv lg de anunciada no site de americanas e me enviaram esta que não é smart devolvi americanas não deve fazer isso tem um nome a zelar 	propaganda enganosa 	 produto com defeito	0.0	0	0.0
a mangueira furou com poucas horas de uso no local próximo ao furo apareceu uma bolha enorme já solicitei a devolução do produto mas até o momento não fomos notificados sendo que pediram hrs para tal 	mangueira 	 produto ruim	0.0	0	0.0
o relógio é muito bonito mas ficou um pouco grande em mim ponteiros e números grande s de fácil visualização a cor está mais p prata do que o cinza mostrado na figura 	relógio bonito e grande 	 muito bom	0.0	0	0.0
tamanho pequeno o m serve no máximo um tamanho 	bom custo x benefício 	 não gostei	0.0	0	0.0
o que não gostei q não tem musicas apenas um som segundos quando puxa a cordinha 	bom produto 	 gostei	0.0	0	0.0
melhor preço que achei nessas lâmpadas as lâmpadas vieram no pacote fechado da philips 	muito bom 	 gostei	0.0	0	0.0
produto muito bom tela fantastica camera sensacional supera todas as expectativas excelente custo beneficio 	ótimo produto 	 maravilhoso	0.0	0	0.0
gostei muito do produto mas esta faltando mais um disco para picar a carne pedaços maior nao estou conseguindo encontrar lugar nenhum sem esse disco maior nao tem como fazer todo serviço com a maquina continuo carne na mao mesmo 	pequena critica 	 não é o produto de uso	0.0	0	0.0
bom mas a rádio é muito ruim de sincronizar e o radio nao deixa escolher a radio que a gente quer somente a que eles escolher 	bom 	 bom	0.0	0.1778279410038923	0.5
bom produto boa qualidade entrega no prazo parabéns à americanas 	gostei muito do produto 	 gostei do produto	1.4108784746627263	0.19053627645285995	0.6552706552706553
amei o meu celular e estou satisfeita com a entrega pois chegou antes do prazo 	amei o produto 	 excelente produto	0.39624062518028896	0.09069748827745895	0.17241379310344826
a lg é uma empresa confiável e a sua produção de tvs é de excelência 	gostei 	 gostei do produto	0.0	0.11362193664674995	0.4166666666666667
olha chego antes esperava compra otima entrega pontual 	otima 	 excelente	0.0	0	0.0
recomendo de boa qualidade entrega rapida fiquei satisfeita 	produto muito bom recomendo 	 ótimo produto	0.1319049988210938	0.05501080739920602	0.13157894736842105
produto igual ao anúncio estou satisfeita veio todas as peças 	produto muito bom 	 gostei do produto	0.5283208335737187	0.11362193664674995	0.16666666666666666
o produto é muito bom e eles entregam na data de vencimento estão de parabéns 	gostei muito do produto 	 muito bom	0.1319049988210938	0.05501080739920602	0.13157894736842105
exelente produto midia muito boa chegou dentro do prazo 	exelente produto 	 ótimo produto	0.5	0.1495348781221221	0.25
a qualidade samsung é indiscutível câmeras de ótima qualidade e acessos com respostas muito rápidas design lindo e excelente acabamento 	excelente 	 amei	0.0	0	0.0
péssimo atendimento não recebi o produto é consta como entregue 	não recebi o produto 	 não recebi o produto	2.0	1.0	0.9921875
trava demais e a tela fica clicando sozinho e não conecta no wifi as vezes 	trava demais e a tela 	 não gostei	0.0	0	0.0
frete rápido bem embalado compra tranquila recomendo produto e site para compra 	excelente produto 	 ótimo produto	0.5	0.1495348781221221	0.25
o produto teve nota emitida em e a entrega era até hoje já é e ainda não recebi o produto nem a data para entrega 	entrega 	 não recebi o produto	0.0	0	0.0
